Cat_1,Cat_2,Cat_3,Cat_4,Cat_5,value12_13,value13_14,description,source_name,source_url
"Families, Housing, Community Services and Indigenous Affairs portfolio",Families & Children,Parent and Baby Payments,Baby Bonus,,"806,986","364,523",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Families & Children,Parent and Baby Payments,Parental Leave Pay,,"1,446,991","1,579,588",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Families & Children,Parent and Baby Payments,Single Income Family Supplement,,"56,931","56,400",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Families & Children,Parent and Baby Payments,Dad and Partner Pay,,"34,707","72,312",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Families & Children,Parent and Baby Payments,Other,,"14,910","15,965",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Housing,Housing Assistance and Homelessness Prevention,,,"67,563","64,200",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Housing,Affordable Housing,,,"160,478","177,550",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Community Capability and the Vulnerable,Financial Management,,,"165,232","187,668","To improve the financial knowledge, skills, capabilities and financial  resilience of vulnerable individuals and families to alleviate the immediate impact of financial stress, and to progress initiatives in relation to problem gambling.","Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Community Capability and the Vulnerable,Community Investment,,,"62,837","66,179",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Community Capability and the Vulnerable,Income Support for Vulnerable People,,,"72,921","78,882",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Community Capability and the Vulnerable,Support for People in Special Circumstances,,,"9,630","6,887",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Community Capability and the Vulnerable,Supplementary Payments and Support for Income Support Recipients,,,"42,556","39,677",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Community Capability and the Vulnerable,Social and Community Services,,,"70,106","145,949",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Seniors,Income Support for Seniors,,,"36,578,786","39,469,194",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Seniors,"Allow ances, Concessions and Services for seniors",,,"239,531","317,244",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Disability and Carers,Targeted Community Care,,,"200,806","232,159",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Disability and Carers,Disability Support Pension,,,"14,871,086","15,572,070",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Disability and Carers,Income Support for Carers,,,"6,219,720","6,892,221",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Disability and Carers,Services and Support for People with Disability,,,"356,023","370,536",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Disability and Carers,Support for Carers,,,"22,185","21,462",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Disability and Carers,National Disability Insurance Scheme,,,"81,376","370,901",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Disability and Carers,Early Intervention Services for Children with Disability,,,"96,972","99,280",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Women,,,,"46,572","56,896","To implement strategies in priority areas to achieve gender equality. The priority areas include reducing violence against women, improving economic outcomes for women, and ensuring womens equal place in society","Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Indigenous,Economic Development and Participation,,,"213,396","96,515",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Indigenous,Indigenous Housing and Infrastructure,,,"98,960","111,572",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Indigenous,Native Title and Land Rights,,,"93,419","95,811",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Indigenous,Indigenous Capability and Development,,,"505,742","518,597",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Indigenous,Stronger Futures in the Northern Territory,,,"135,673","75,910",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Aboriginal Hostels Limited,Company Operated Hostels,,,"54,131","52,953",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Aboriginal Hostels Limited,Community Operated Hostels,,,"4,903","4,491",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Australian Institute of Family Studies,,,,"14,882","15,732",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Workplace Gender Equality Agency,,,,"5,200","5,832",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Indigenous Business Australia,Equities and Investments,,,"83,866","98,806",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Indigenous Business Australia,Indigenous Home Ownership,,,"47,460","52,020",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Indigenous Business Australia,Business Development and Assistance,,,"32,274","32,396",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Indigenous Land Corporation,,,,"100,265","92,885",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Families, Housing, Community Services and Indigenous Affairs portfolio",Torres Strait Regional Authority,,,,"53,303","56,030",,"Families, Housing, Community Services and Indigenous Affairs Portfolio Budget Statement",http://www.fahcsia.gov.au/sites/default/files/documents/05_2013/fahcsia_portfolio_budget_statements_2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",Australian industry support,Industry Development and Investment,Automotive Transformation Scheme,,"358,810",391677,,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",Australian industry support,Industry Development and Investment,Clean Technology Investment Programs,,"54,815","166,746",,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
"Industry Innovation, Science, Research & Tertiary Education Portfolio",Australian industry support,Industry Development and Investment,Other,,"185,320","265,991",,"Industry, Innovation, Climate Change, Science, Research and Tertiary Education PBS",http://www.innovation.gov.au/AboutUs/Budget/Documents/PortfolioBudgetStatementsDIICCSRTE2013-14.pdf
